"","Ref_Date","realGDP","gdpDelta","Participation rate (rate)","Unemployment rate (rate)","Composite.6","Composite.6 Sale","Composite.11","Composite.11 Sale","BC_Victoria","BC_Victoria Sale","BC_Vancouver","BC_Vancouver Sale","AB_Calgary","AB_Calgary Sale","AB_Edmonton","AB_Edmonton Sale","MB_Winnipeg","MB_Winnipeg Sale","ON_Hamilton","ON_Hamilton Sale","ON_Toronto","ON_Toronto Sale","X_Ottawa_Gatineau","X_Ottawa_Gatineau Sale","QC_Montreal","QC_Montreal Sale","QC_Quebec","QC_Quebec Sale","NS_Halifax","NS_Halifax Sale","Composite.6 HPIDelta","Composite.6 Sale Delta","Composite.6 Sale sAdj","Composite.6 Sale sAdjDelta","Composite.11 HPIDelta","Composite.11 Sale Delta","Composite.11 Sale sAdj","Composite.11 Sale sAdjDelta","BC_Victoria HPIDelta","BC_Victoria Sale Delta","BC_Victoria Sale sAdj","BC_Victoria Sale sAdjDelta","BC_Vancouver HPIDelta","BC_Vancouver Sale Delta","BC_Vancouver Sale sAdj","BC_Vancouver Sale sAdjDelta","AB_Calgary HPIDelta","AB_Calgary Sale Delta","AB_Calgary Sale sAdj","AB_Calgary Sale sAdjDelta","AB_Edmonton HPIDelta","AB_Edmonton Sale Delta","AB_Edmonton Sale sAdj","AB_Edmonton Sale sAdjDelta","MB_Winnipeg HPIDelta","MB_Winnipeg Sale Delta","MB_Winnipeg Sale sAdj","MB_Winnipeg Sale sAdjDelta","ON_Hamilton HPIDelta","ON_Hamilton Sale Delta","ON_Hamilton Sale sAdj","ON_Hamilton Sale sAdjDelta","ON_Toronto HPIDelta","ON_Toronto Sale Delta","ON_Toronto Sale sAdj","ON_Toronto Sale sAdjDelta","X_Ottawa_Gatineau HPIDelta","X_Ottawa_Gatineau Sale Delta","X_Ottawa_Gatineau Sale sAdj","X_Ottawa_Gatineau Sale sAdjDelta","QC_Montreal HPIDelta","QC_Montreal Sale Delta","QC_Montreal Sale sAdj","QC_Montreal Sale sAdjDelta","QC_Quebec HPIDelta","QC_Quebec Sale Delta","QC_Quebec Sale sAdj","QC_Quebec Sale sAdjDelta","NS_Halifax HPIDelta","NS_Halifax Sale Delta","NS_Halifax Sale sAdj","NS_Halifax Sale sAdjDelta"
"196",1992-04-15,NA,NA,65.5,10.7,NA,NA,NA,NA,54.38,465,60.47,3726,NA,NA,NA,NA,61.27,546,NA,NA,NA,NA,NA,NA,58.52,1711,63.37,272,57.2,132,NA,NA,NA,NA,NA,NA,NA,NA,0.00517560073937151,0.321022727272727,469.181609710513,0.14189906647945,0.011711560983771,0.209347614410906,3522.81739144795,0.0860940070876242,NA,NA,NA,NA,NA,NA,NA,NA,0.00739888194672811,0.471698113207547,721.252867246512,0.211867170203239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00532554543892805,-0.125255623721881,1647.82405459643,-0.369942406609429,0.0050753370340999,-0.0522648083623694,331.082302854321,-0.323896012064908,0.00105005250262513,0.404255319148936,110.832812802217,0.127948658726581
"197",1992-05-15,NA,NA,65.7,10.9,NA,NA,NA,NA,54.81,401,60.99,3171,NA,NA,NA,NA,61.65,597,NA,NA,NA,NA,NA,NA,58.39,2333,63.74,571,57.63,194,NA,NA,NA,NA,NA,NA,NA,NA,0.00790731886723051,-0.137634408602151,348.314323285736,-0.257613009383197,0.00859930544071452,-0.148953301127214,2707.43950483048,-0.231456188616786,NA,NA,NA,NA,NA,NA,NA,NA,0.0062020564713563,0.0934065934065933,622.538670724414,-0.136864893028369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00222146274777857,0.363530099357101,1237.33228296881,-0.249111408759081,0.00583872494871396,1.09926470588235,307.756560822103,-0.0704530016588707,0.00751748251748241,0.46969696969697,134.456994679336,0.213151514247648
"198",1992-06-15,NA,NA,65.8,11.4,NA,NA,NA,NA,54.91,492,61.5,3107,NA,NA,NA,NA,62.08,808,NA,NA,NA,NA,NA,NA,58.15,4913,64.07,1239,58.26,176,NA,NA,NA,NA,NA,NA,NA,NA,0.00182448458310525,0.226932668329177,373.802133258086,0.0731747397922584,0.00836202656173146,-0.0201829076001262,2390.26282415631,-0.117150052700452,NA,NA,NA,NA,NA,NA,NA,NA,0.00697485806974862,0.353433835845896,644.21250076104,0.0348152348695154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00411029285836617,1.10587226746678,1796.58716624705,0.451984394956857,0.00517728271101325,1.16987740805604,375.487278561096,0.220078875192996,0.0109318063508588,-0.0927835051546392,123.714715332875,-0.0798937933432189
"199",1992-07-15,NA,NA,65.7,11.3,NA,NA,NA,NA,55.38,438,61.83,2961,NA,NA,NA,NA,62.53,971,NA,NA,NA,NA,NA,NA,57.55,1192,64.06,396,58.59,420,NA,NA,NA,NA,NA,NA,NA,NA,0.00855946093607729,-0.109756097560976,330.945437158882,-0.114650753128833,0.00536585365853659,-0.0469906662375281,2433.71752119982,0.0181798823980155,NA,NA,NA,NA,NA,NA,NA,NA,0.00724871134020622,0.201732673267327,579.190211232636,-0.100932983218411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0103181427343079,-0.757378383879503,1212.06207250379,-0.325353038652889,-0.000156079288278321,-0.680387409200969,347.481122714661,-0.0745861642869979,0.00566426364572625,1.38636363636364,310.725172190448,1.51162661898701
"200",1992-08-15,NA,NA,65.8,11.7,NA,NA,NA,NA,55.67,430,62.34,2806,NA,NA,NA,NA,62.75,883,NA,NA,NA,NA,NA,NA,57.29,1107,63.61,306,58.75,283,NA,NA,NA,NA,NA,NA,NA,NA,0.00523654749006863,-0.0182648401826484,328.462546620264,-0.00750241659148798,0.00824842309558482,-0.0523471800067544,2387.32732133222,-0.0190614561729103,NA,NA,NA,NA,NA,NA,NA,NA,0.00351831121061896,-0.0906282183316169,542.671329281105,-0.0630516214592273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00451781059947864,-0.0713087248322147,1370.44754862786,0.130674393430106,-0.00702466437714644,-0.227272727272727,355.892178950431,0.0242057933106108,0.00273084144051872,-0.326190476190476,221.351189194184,-0.287630327360428
"201",1992-09-15,NA,NA,65.7,11.6,NA,NA,NA,NA,56.29,436,62.72,3117,NA,NA,NA,NA,62.75,874,NA,NA,NA,NA,NA,NA,57.15,1174,63.37,251,58.96,135,NA,NA,NA,NA,NA,NA,NA,NA,0.0111370576612178,0.0139534883720931,419.061472365064,0.275827264560369,0.00609560474815529,0.110833927298646,3127.54758886596,0.310062328244401,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0101925254813137,665.530490889234,0.226397001239928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0024437074533078,0.060523938572719,1690.8568012803,0.233798989952767,-0.00377299166797673,-0.179738562091503,376.501983625993,0.0579102489308509,0.00357446808510642,-0.522968197879859,142.798254474443,-0.354879208039084
"202",1992-10-15,NA,NA,65.5,11.4,NA,NA,NA,NA,56.55,465,63.37,3455,NA,NA,NA,NA,62.75,640,NA,NA,NA,NA,NA,NA,57.13,1164,63.08,311,59.05,100,NA,NA,NA,NA,NA,NA,NA,NA,0.00461893764434174,0.0665137614678899,490.923021131476,0.171482117792519,0.0103635204081634,0.108437600256657,3672.17898635196,0.174140083247616,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.267734553775744,574.581188753069,-0.136656852512714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000349956255467965,-0.00851788756388416,1622.79438983516,-0.0402532085470547,-0.0045762979327757,0.239043824701195,439.425897321169,0.167127708303612,0.00152645861601086,-0.259259259259259,117.206468338447,-0.179216379291077
"203",1992-11-15,NA,NA,65.9,12.1,NA,NA,NA,NA,57.14,491,63.94,4097,NA,NA,NA,NA,62.56,661,NA,NA,NA,NA,NA,NA,57.17,1321,63.22,262,58.89,80,NA,NA,NA,NA,NA,NA,NA,NA,0.0104332449160036,0.0559139784946237,510.92479341361,0.0407431948007533,0.00899479248855917,0.185817655571635,4091.35748392278,0.114149800194583,NA,NA,NA,NA,NA,NA,NA,NA,-0.00302788844621515,0.0328124999999999,690.672212144968,0.202044594679187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007001575354455,0.134879725085911,1770.92920572934,0.0912837860557452,0.00221940393151554,-0.157556270096463,372.820819268867,-0.151572946561276,-0.00270956816257406,-0.2,102.752339560303,-0.123321937628951
"204",1992-12-15,NA,NA,65.6,11.7,NA,NA,NA,NA,57.69,278,64.59,1971,NA,NA,NA,NA,62.4,506,NA,NA,NA,NA,NA,NA,56.67,1337,63.33,280,58.29,84,NA,NA,NA,NA,NA,NA,NA,NA,0.00962548127406371,-0.433808553971487,385.883476927302,-0.244735268474402,0.0101657804191431,-0.518916280205028,2740.51259304795,-0.330170339840274,NA,NA,NA,NA,NA,NA,NA,NA,-0.00255754475703329,-0.234493192133132,669.285484986359,-0.0309650899262187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00874584572328141,0.0121120363361089,1982.24735901217,0.119326143924428,0.00173995571021823,0.0687022900763359,443.819274899561,0.19043586613518,-0.0101884870096791,0.05,143.764657827879,0.399137561665989
"205",1993-01-15,NA,NA,65.4,11.2,NA,NA,NA,NA,57.91,242,65.14,1831,NA,NA,NA,NA,62.43,262,NA,NA,NA,NA,NA,NA,57.01,626,63.62,126,58.52,77,NA,NA,NA,NA,NA,NA,NA,NA,0.00381348587276831,-0.129496402877698,350.316714041417,-0.0921696963267102,0.00851525003870557,-0.0710299340436327,2407.61064903977,-0.121474334711205,NA,NA,NA,NA,NA,NA,NA,NA,0.00048076923076934,-0.482213438735178,515.45489438495,-0.229843010273179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00599964707958356,-0.531787584143605,1399.63822008842,-0.293913439346987,0.00457918837833571,-0.55,378.687215706385,-0.146753561363273,0.0039457882998799,-0.0833333333333334,150.803979508381,0.0489642015420129
"206",1993-02-15,NA,NA,65.2,11,NA,NA,NA,NA,58.38,262,65.55,1661,NA,NA,NA,NA,62.44,226,NA,NA,NA,NA,NA,NA,56.93,683,63.48,128,58.91,103,NA,NA,NA,NA,NA,NA,NA,NA,0.00811604213434647,0.0826446280991735,378.453414541135,0.0803178934145599,0.00629413570770643,-0.0928454396504642,2336.93419425071,-0.0293554337023908,NA,NA,NA,NA,NA,NA,NA,NA,0.000160179400928939,-0.137404580152672,497.431110192032,-0.0349667534235442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00140326258551127,0.0910543130990416,1305.5926835502,-0.0671927468030115,-0.00220056585979256,0.0158730158730158,322.352031793985,-0.148764419752897,0.00666438824333548,0.337662337662338,150.435465292658,-0.00244366373437099
"207",1993-03-15,NA,NA,65.4,11.2,NA,NA,NA,NA,58.57,349,66.23,2769,NA,NA,NA,NA,62.55,333,NA,NA,NA,NA,NA,NA,57.47,1127,63.26,195,59.29,145,NA,NA,NA,NA,NA,NA,NA,NA,0.00325453922576213,0.33206106870229,407.376550577067,0.0764245609225149,0.0103737604881771,0.667068031306442,2915.1034524831,0.24740502306603,NA,NA,NA,NA,NA,NA,NA,NA,0.00176169122357472,0.473451327433628,534.198735976097,0.0739150106029169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00948533286492181,0.650073206442167,1506.904236652,0.154191698251855,-0.00346565847511027,0.5234375,332.717147739536,0.0321546474761332,0.0064505177389238,0.407766990291262,151.572066500631,0.00755540726890391
"208",1993-04-15,NA,NA,65.4,11.6,NA,NA,NA,NA,59.51,382,66.94,3389,NA,NA,NA,NA,62.37,447,NA,NA,NA,NA,NA,NA,57.56,1620,62.97,295,59.56,187,NA,NA,NA,NA,NA,NA,NA,NA,0.0160491719310227,0.0945558739255015,385.43521485896,-0.0538600851890639,0.0107202174241279,0.22390754785121,3204.19434772333,0.0991700294526345,NA,NA,NA,NA,NA,NA,NA,NA,-0.00287769784172665,0.342342342342342,590.476248460056,0.105349392826863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156603445275794,0.437444543034605,1560.1840844221,0.0353571557330488,-0.00458425545368324,0.512820512820513,359.078232875091,0.0792297160355309,0.00455388767077092,0.289655172413793,157.013151469808,0.0358976762328027
"209",1993-05-15,NA,NA,65.4,11.6,NA,NA,NA,NA,60.02,467,67.43,3286,NA,NA,NA,NA,62.72,500,NA,NA,NA,NA,NA,NA,57.9,2272,63.63,522,59.23,275,NA,NA,NA,NA,NA,NA,NA,NA,0.00856998823727118,0.222513089005236,405.642865272914,0.0524281374273214,0.00731998804899914,-0.0303924461493066,2805.6279447723,-0.124388960124787,NA,NA,NA,NA,NA,NA,NA,NA,0.00561167227833903,0.118568232662192,521.389171460983,-0.117002296331563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00590687977762339,0.402469135802469,1204.98026013936,-0.227667893698777,0.0104811815150072,0.769491525423729,281.346628282203,-0.216475401392342,-0.00554063129617199,0.470588235294118,190.596255344419,0.213887203461867
"210",1993-06-15,NA,NA,65.5,11.7,NA,NA,NA,NA,60.58,506,67.89,3985,NA,NA,NA,NA,63.05,842,NA,NA,NA,NA,NA,NA,58.04,4751,64.03,1187,59.4,154,NA,NA,NA,NA,NA,NA,NA,NA,0.00933022325891364,0.0835117773019272,384.438779326406,-0.0522727940308839,0.00682188936675066,0.212720632988436,3065.72171041612,0.0927042967790672,NA,NA,NA,NA,NA,NA,NA,NA,0.00526147959183665,0.684,671.320452525737,0.287561171714848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00241796200345434,1.09110915492958,1737.34696251572,0.441805330748562,0.00628634292000618,1.27394636015326,359.728329016966,0.278594775467305,0.00287016714502797,-0.44,108.250375916265,-0.432043532436405
"211",1993-07-15,NA,NA,65.5,11.6,NA,NA,NA,NA,60.43,472,67.98,3215,NA,NA,NA,NA,63.46,935,NA,NA,NA,NA,NA,NA,57.81,1659,64.46,464,59.58,263,NA,NA,NA,NA,NA,NA,NA,NA,-0.00247606470782435,-0.067193675889328,356.635265614138,-0.0723223441739771,0.00132567388422444,-0.193224592220828,2642.48626499744,-0.138054097989617,NA,NA,NA,NA,NA,NA,NA,NA,0.0065027755749405,0.110451306413302,557.71662976572,-0.16922443273194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00396278428669883,-0.650810355714586,1686.92196164748,-0.0290241396544262,0.00671560206153354,-0.609098567818029,407.149598332329,0.131825228902466,0.00303030303030294,0.707792207792208,194.573143538304,0.7974361926356
"212",1993-08-15,NA,NA,65.2,11.2,NA,NA,NA,NA,60,452,68.37,2968,NA,NA,NA,NA,63.53,1018,NA,NA,NA,NA,NA,NA,57.26,1210,63.9,321,60.07,266,NA,NA,NA,NA,NA,NA,NA,NA,-0.00711567102432564,-0.0423728813559322,345.267607145022,-0.0318747458963168,0.0057369814651369,-0.0768273716951788,2525.15591222881,-0.0444014995736381,NA,NA,NA,NA,NA,NA,NA,NA,0.00110305704380709,0.0887700534759359,625.639199556246,0.121786882738387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0095139249264834,-0.270644966847499,1497.95983183353,-0.112015928483974,-0.00868755817561273,-0.308189655172414,373.33787399702,-0.0830449654716616,0.00822423632091307,0.0114068441064639,208.05447464895,0.0692867004432807
"213",1993-09-15,NA,NA,65.5,11.5,NA,NA,NA,NA,59.94,356,68.43,2796,NA,NA,NA,NA,63.56,757,NA,NA,NA,NA,NA,NA,56.94,1199,63.62,230,60.17,255,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,-0.212389380530973,342.16945908707,-0.00897317904673811,0.000877577885037395,-0.0579514824797843,2805.46135979122,0.111005204155889,NA,NA,NA,NA,NA,NA,NA,NA,0.000472217849834644,-0.256385068762279,576.437736388043,-0.0786419124682415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00558854348585403,-0.00909090909090904,1726.86312158014,0.152810031939529,-0.00438184663536778,-0.283489096573209,345.001817665252,-0.0758992277649119,0.00166472448809718,-0.0413533834586466,269.730036229503,0.296439486267321
"214",1993-10-15,NA,NA,65.2,11.3,NA,NA,NA,NA,60.21,337,68.5,2663,NA,NA,NA,NA,63.3,662,NA,NA,NA,NA,NA,NA,56.78,1093,63.18,236,60.09,193,NA,NA,NA,NA,NA,NA,NA,NA,0.00450450450450446,-0.0533707865168539,355.787221766253,0.0397982996948798,0.00102294315358753,-0.0475679542203148,2830.39439671643,0.00888732145185123,NA,NA,NA,NA,NA,NA,NA,NA,-0.00409062303335439,-0.125495376486129,594.332417116456,0.0310435622076735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0028099754127151,-0.0884070058381985,1523.80950866824,-0.117585239023518,-0.0069160641307765,0.0260869565217392,333.455021761402,-0.0334687973008139,-0.00132956622901781,-0.243137254901961,226.208483893203,-0.161352265193295
"215",1993-11-15,NA,NA,65.4,11.2,NA,NA,NA,NA,60.42,391,68.55,2723,NA,NA,NA,NA,62.97,658,NA,NA,NA,NA,NA,NA,57.04,1206,63.27,242,59.86,151,NA,NA,NA,NA,NA,NA,NA,NA,0.00348779272546085,0.160237388724036,406.866790681714,0.143567744400388,0.000729927007299125,0.0225309800976343,2719.24979954155,-0.0392682367177588,NA,NA,NA,NA,NA,NA,NA,NA,-0.00521327014218009,-0.0060422960725075,687.53754249832,0.156823223330254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00457907713983796,0.103385178408051,1616.76050121846,0.0609990894671952,0.00142450142450157,0.0254237288135593,344.361214744526,0.0327066388909512,-0.00382759194541527,-0.217616580310881,193.945040920073,-0.142627024494635
"216",1993-12-15,NA,NA,65.3,11.4,NA,NA,NA,NA,60.53,297,68.63,2076,NA,NA,NA,NA,62.96,417,NA,NA,NA,NA,NA,NA,57.15,1135,62.85,223,59.88,211,NA,NA,NA,NA,NA,NA,NA,NA,0.00182058920887118,-0.240409207161125,412.256808084204,0.0132476218898538,0.00116703136396779,-0.23760558207859,2886.5064145954,0.061508367154077,NA,NA,NA,NA,NA,NA,NA,NA,-0.000158805780530402,-0.366261398176292,551.565310749628,-0.197766992118869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019284712482468,-0.0588723051409619,1682.7604730582,0.0408223554385463,-0.00663821716453294,-0.0785123966942148,353.470351080722,0.0264522714701005,0.000334112930170383,0.397350993377483,361.123128591457,0.861986915872113
"217",1994-01-15,NA,NA,65.3,11.4,NA,NA,NA,NA,61.1,332,68.8,2648,NA,NA,NA,NA,62.89,395,NA,NA,NA,NA,NA,NA,57.65,517,62.46,86,59.59,47,NA,NA,NA,NA,NA,NA,NA,NA,0.00941681810672401,0.117845117845118,480.599789511366,0.165777690233324,0.00247705085239702,0.275529865125241,3481.89677698378,0.206266772655634,NA,NA,NA,NA,NA,NA,NA,NA,-0.00111181702668361,-0.052757793764988,777.117111763569,0.408930359865082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00874890638670167,-0.544493392070485,1155.93124566408,-0.313074401157448,-0.00620525059665877,-0.614349775784753,258.469051990073,-0.268767376953079,-0.00484301937207743,-0.777251184834123,92.0491822973237,-0.745103054860105
"218",1994-02-15,NA,NA,65.1,11.1,NA,NA,NA,NA,61.66,411,69.18,2561,NA,NA,NA,NA,63.24,341,NA,NA,NA,NA,NA,NA,57.87,927,61.94,179,59.8,98,NA,NA,NA,NA,NA,NA,NA,NA,0.00916530278232397,0.237951807228916,593.680738077887,0.23529129856984,0.00552325581395352,-0.0328549848942599,3603.18390817343,0.0348336378009217,NA,NA,NA,NA,NA,NA,NA,NA,0.00556527269836216,-0.136708860759494,750.548710510987,-0.0341884136257004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00381613183000873,0.793036750483559,1772.01232452568,0.532973808928974,-0.00832532821005449,1.08139534883721,450.789169461901,0.744074062217766,0.00352408122168146,1.08510638297872,143.132772802723,0.554959742503705
"219",1994-03-15,NA,NA,64.9,10.6,NA,NA,NA,NA,62.4,492,69.64,3820,NA,NA,NA,NA,63.35,555,NA,NA,NA,NA,NA,NA,58.31,1517,62.71,232,59.64,118,NA,NA,NA,NA,NA,NA,NA,NA,0.012001297437561,0.197080291970803,574.295882188874,-0.0326519872478483,0.00664932061289392,0.491604841858649,4021.55839237466,0.116112442457404,NA,NA,NA,NA,NA,NA,NA,NA,0.00173940543959517,0.627565982404692,890.331226626828,0.186240432044278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00760324866079154,0.63646170442287,2028.3706539495,0.144670737260503,0.012431385211495,0.29608938547486,395.848093720884,-0.121877541571372,-0.00267558528428091,0.204081632653061,123.348302393617,-0.138224600989004
"220",1994-04-15,NA,NA,65.1,10.9,NA,NA,NA,NA,62.46,541,70.05,4545,NA,NA,NA,NA,63.74,681,NA,NA,NA,NA,NA,NA,58.45,1778,63.5,333,60.04,123,NA,NA,NA,NA,NA,NA,NA,NA,0.000961538461538458,0.0995934959349594,545.865055598684,-0.0495055379499316,0.00588742102240092,0.18979057591623,4297.15647990632,0.0685301717996243,NA,NA,NA,NA,NA,NA,NA,NA,0.00615627466456203,0.227027027027027,899.584620137133,0.0103932033759646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00240096038415372,0.172050098879367,1712.35018648302,-0.155800157555597,0.0125976718226759,0.435344827586207,405.332378126798,0.0239594040147166,0.00670690811535879,0.0423728813559323,103.276030111157,-0.162728403171756
"221",1994-05-15,NA,NA,65.2,10.7,NA,NA,NA,NA,62.54,533,70.29,5204,NA,NA,NA,NA,63.97,963,NA,NA,NA,NA,NA,NA,58.61,3158,64.43,669,60.37,186,NA,NA,NA,NA,NA,NA,NA,NA,0.00128081972462368,-0.0147874306839186,462.971407260093,-0.151857400447948,0.00342612419700217,0.144994499449945,4443.24036049759,0.0339954761420389,NA,NA,NA,NA,NA,NA,NA,NA,0.00360840916222149,0.41409691629956,1004.19554423385,0.116288030892273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00273738237810095,0.77615298087739,1674.88013271132,-0.0218822376798183,0.0146456692913386,1.00900900900901,360.576425901904,-0.110417905501971,0.00549633577614927,0.51219512195122,128.912376342044,0.248231329218349
"222",1994-06-15,NA,NA,65.1,10.3,NA,NA,NA,NA,62.44,385,70.45,3447,NA,NA,NA,NA,64.08,1085,NA,NA,NA,NA,NA,NA,58.24,5609,64.15,1295,61.02,389,NA,NA,NA,NA,NA,NA,NA,NA,-0.00159897665494091,-0.277673545966229,292.507766878787,-0.368194747468586,0.00227628396642476,-0.337624903920062,2651.83004662594,-0.403176548763397,NA,NA,NA,NA,NA,NA,NA,NA,0.00171955604189455,0.12668743509865,865.062578373426,-0.138551666216143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00631291588466132,0.776124129195694,2051.1006341298,0.224625329341902,-0.00434580164519638,0.935724962630792,392.458454993236,0.0884196159290964,0.0107669372204739,1.09139784946237,273.43763786641,1.12111238366204
"223",1994-07-15,NA,NA,65.1,10.1,NA,NA,NA,NA,62.31,364,70.6,2687,NA,NA,NA,NA,64.22,874,NA,NA,NA,NA,NA,NA,57.85,1788,64.18,430,60.97,266,NA,NA,NA,NA,NA,NA,NA,NA,-0.00208199871876991,-0.0545454545454546,275.032281109208,-0.0597436640949803,0.00212916962384657,-0.220481578183928,2208.5102936386,-0.167175024489745,NA,NA,NA,NA,NA,NA,NA,NA,0.00218476903870157,-0.194470046082949,521.33083894678,-0.397348987252418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0066964285714286,-0.681226600106971,1818.09310875569,-0.113601215609283,0.000467653936087276,-0.667953667953668,377.315360523495,-0.0385852165422251,-0.000819403474270786,-0.316195372750643,196.79260905395,-0.280301678329687
"224",1994-08-15,NA,NA,65.2,10.2,NA,NA,NA,NA,62.5,365,70.71,2871,NA,NA,NA,NA,64.1,1204,NA,NA,NA,NA,NA,NA,57.25,1113,63.71,298,61.27,297,NA,NA,NA,NA,NA,NA,NA,NA,0.00304926978013165,0.00274725274725274,278.81123143348,0.0137400246583108,0.00155807365439098,0.0684778563453665,2442.62891644505,0.106007485444284,NA,NA,NA,NA,NA,NA,NA,NA,-0.0018685767673623,0.377574370709382,739.950487490884,0.419349158368938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.010371650821089,-0.37751677852349,1377.87544862043,-0.242131526716225,-0.00732315363041458,-0.306976744186046,346.587808258916,-0.0814373213482401,0.00492045268164687,0.116541353383459,232.301424702023,0.180437750273123
"225",1994-09-15,NA,NA,65.4,10.1,NA,NA,NA,NA,62.17,349,70.72,2326,NA,NA,NA,NA,64.02,913,NA,NA,NA,NA,NA,NA,57.08,955,62.8,336,61.16,246,NA,NA,NA,NA,NA,NA,NA,NA,-0.00527999999999995,-0.0438356164383562,335.441407925246,0.203112967152033,0.000141422712487627,-0.189829327760362,2333.87093092789,-0.0445249725756328,NA,NA,NA,NA,NA,NA,NA,NA,-0.0012480499219969,-0.241694352159468,695.228075722964,-0.0604397355282122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00296943231441049,-0.141958670260557,1375.44143545374,-0.00176649723247746,-0.0142834719824204,0.12751677852349,504.002655371847,0.454184605926286,-0.00179533213644534,-0.171717171717172,260.210152597873,0.120140149513283
"226",1994-10-15,NA,NA,65.1,10,NA,NA,NA,NA,62.06,317,71.03,2489,NA,NA,NA,NA,63.75,731,NA,NA,NA,NA,NA,NA,56.62,933,62.32,211,60.76,140,NA,NA,NA,NA,NA,NA,NA,NA,-0.00176934212642754,-0.0916905444126075,334.672253115436,-0.0022929632169354,0.00438348416289602,0.0700773860705073,2645.4568732359,0.133506072756188,NA,NA,NA,NA,NA,NA,NA,NA,-0.00421743205248348,-0.19934282584885,656.279451528896,-0.0560228010837522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00805886475122641,-0.0230366492146596,1300.7449877287,-0.0543072542382721,-0.00764331210191083,-0.37202380952381,298.131396574813,-0.408472567758884,-0.00654022236756047,-0.430894308943089,164.089055673826,-0.369397949943145
"227",1994-11-15,NA,NA,65.3,9.7,NA,NA,NA,NA,61.29,323,70.95,2873,NA,NA,NA,NA,63.57,615,NA,NA,NA,NA,NA,NA,56.56,1039,61.89,222,60.11,116,NA,NA,NA,NA,NA,NA,NA,NA,-0.0124073477280052,0.0189274447949528,336.107348824025,0.00428806300859708,-0.00112628466844988,0.154278826838088,2869.04321486701,0.0845170994443871,NA,NA,NA,NA,NA,NA,NA,NA,-0.00282352941176467,-0.158686730506156,642.607277563019,-0.020832853952727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00105969622041668,0.113612004287245,1392.88073032005,0.0708330560260171,-0.00689987163029526,0.0521327014218009,315.901610220185,0.0596053077586993,-0.010697827518104,-0.171428571428571,148.99089236244,-0.0920120068299852
